;101;102;103;104;105;106;107;108;109
101;0;0;0;1;0;0;0;13;20
102;0;0;1;1;13;0;0;0;12
103;0;3;0;0;3;0;0;0;0
104;0;0;0;0;7;2;2;6;14
105;0;8;3;3;0;0;0;0;0
106;0;1;0;0;0;0;0;0;0
107;0;0;4;0;0;0;0;0;0
108;19;0;0;2;0;0;0;0;4
109;10;0;0;14;5;1;1;0;0
