;31;32;33;34;40;41;45;47;48;49;50;51;52;54;55
101;4;3;1;2;2;13;1;13;3;5;5;5;5;5;5
102;4;3;1;2;2;13;1;13;3;5;5;5;5;5;5
103;7;6;3;4;5;25;1;26;5;10;10;10;10;10;10
104;11;9;4;7;7;38;2;40;8;15;15;15;15;15;15
105;11;9;4;7;7;38;2;40;8;15;15;15;15;15;15
106;11;9;4;7;7;38;2;40;8;15;15;15;15;15;15
107;11;9;4;7;7;38;2;40;8;15;15;15;15;15;15
108;7;6;3;4;5;25;1;26;5;10;10;10;10;10;10
109;7;6;3;4;5;25;1;26;5;10;10;10;10;10;10
